index,ano,data,rodada,time,tecnico,colocacao,gols,total_gols,gols_outro_time,dif_gols,derrota,empate,vitoria
6386,2019,2019-07-28,12,Flamengo,Jorge Jesus,3.0,3.0,5.0,2.0,1.0,0,0,1
6396,2019,2019-08-05,13,Atlético-MG,Rodrigo Santana,5.0,2.0,2.0,0.0,2.0,0,0,1
6397,2019,2019-08-05,13,Corinthians,Fábio Carille,4.0,1.0,2.0,1.0,0.0,0,1,0
6398,2019,2019-08-06,13,Grêmio,Renato Gaúcho,11.0,3.0,6.0,3.0,0.0,0,1,0
6401,2019,2019-08-10,14,São Paulo,Cuca,5.0,3.0,5.0,2.0,1.0,0,0,1
6402,2019,2019-08-11,14,Flamengo,Jorge Jesus,3.0,3.0,4.0,1.0,2.0,0,0,1
6403,2019,2019-08-11,14,Atlético-MG,Rodrigo Santana,4.0,2.0,3.0,1.0,1.0,0,0,1
6404,2019,2019-08-11,14,Internacional,Odair Hellmann,7.0,0.0,0.0,0.0,0.0,0,1,0
6405,2019,2019-08-11,14,Palmeiras,Luiz Felipe Scolari,2.0,2.0,4.0,2.0,0.0,0,1,0
6406,2019,2019-08-11,14,Botafogo,Eduardo Barroca,9.0,2.0,3.0,1.0,1.0,0,0,1
6411,2019,2019-08-17,15,Corinthians,Fábio Carille,6.0,2.0,2.0,0.0,2.0,0,0,1
6415,2019,2019-08-18,15,Grêmio,Renato Gaúcho,14.0,1.0,2.0,1.0,0.0,0,1,0
6416,2019,2019-08-18,15,Cruzeiro,Rogério Ceni,17.0,2.0,2.0,0.0,2.0,0,0,1
6417,2019,2019-08-18,15,São Paulo,Cuca,5.0,1.0,1.0,0.0,1.0,0,0,1
6420,2019,2019-08-24,16,Atlético-MG,Rodrigo Santana,5.0,0.0,1.0,1.0,-1.0,1,0,0
6421,2019,2019-08-24,16,Grêmio,Renato Gaúcho,13.0,2.0,3.0,1.0,1.0,0,0,1
6428,2019,2019-08-27,16,Botafogo,Eduardo Barroca,9.0,0.0,0.0,0.0,0.0,0,1,0
6429,2019,2019-09-11,16,Palmeiras,Mano Menezes,3.0,3.0,3.0,0.0,3.0,0,0,1
6430,2019,2019-08-31,17,São Paulo,Cuca,4.0,0.0,0.0,0.0,0.0,0,1,0
6434,2019,2019-09-01,17,Internacional,Odair Hellmann,7.0,3.0,5.0,2.0,1.0,0,0,1
6435,2019,2019-09-01,17,Flamengo,Jorge Jesus,1.0,3.0,3.0,0.0,3.0,0,0,1
6437,2019,2019-09-02,17,Corinthians,Fábio Carille,5.0,1.0,1.0,0.0,1.0,0,0,1
6438,2019,2019-09-02,17,Cruzeiro,Rogério Ceni,16.0,1.0,1.0,0.0,1.0,0,0,1
6441,2019,2019-09-07,18,Corinthians,Fábio Carille,4.0,2.0,4.0,2.0,0.0,0,1,0
6444,2019,2019-09-08,18,Internacional,Odair Hellmann,6.0,1.0,1.0,0.0,1.0,0,0,1
6446,2019,2019-09-08,18,Cruzeiro,Rogério Ceni,16.0,1.0,5.0,4.0,-3.0,1,0,0
6447,2019,2019-09-08,18,Botafogo,Eduardo Barroca,10.0,2.0,3.0,1.0,1.0,0,0,1
6450,2019,2019-09-14,19,Flamengo,Jorge Jesus,1.0,1.0,1.0,0.0,1.0,0,0,1
6452,2019,2019-09-15,19,Palmeiras,Mano Menezes,3.0,1.0,1.0,0.0,1.0,0,0,1
6455,2019,2019-09-15,19,Atlético-MG,Rodrigo Santana,8.0,1.0,4.0,3.0,-2.0,1,0,0
6456,2019,2019-09-15,19,Grêmio,Renato Gaúcho,11.0,3.0,3.0,0.0,3.0,0,0,1
6459,2019,2019-09-16,19,São Paulo,Cuca,5.0,1.0,2.0,1.0,0.0,0,1,0
6460,2019,2019-09-21,20,Botafogo,Eduardo Barroca,10.0,1.0,3.0,2.0,-1.0,1,0,0
6461,2019,2019-09-21,20,Cruzeiro,Rogério Ceni,17.0,1.0,3.0,2.0,-1.0,1,0,0
6462,2019,2019-09-22,20,Corinthians,Fábio Carille,5.0,2.0,3.0,1.0,1.0,0,0,1
6464,2019,2019-09-22,20,Internacional,Odair Hellmann,4.0,1.0,1.0,0.0,1.0,0,0,1
6472,2019,2019-09-26,21,Flamengo,Jorge Jesus,1.0,3.0,4.0,1.0,2.0,0,0,1
6473,2019,2019-09-26,21,São Paulo,Cuca,6.0,0.0,1.0,1.0,-1.0,1,0,0
6474,2019,2019-09-27,21,Palmeiras,Mano Menezes,2.0,6.0,8.0,2.0,4.0,0,0,1
6476,2019,2019-09-27,21,Grêmio,Renato Gaúcho,7.0,6.0,7.0,1.0,5.0,0,0,1
6478,2019,2019-10-03,21,Atlético-MG,Rodrigo Santana,10.0,1.0,3.0,2.0,-1.0,1,0,0
6480,2019,2019-09-29,22,Flamengo,Jorge Jesus,1.0,0.0,0.0,0.0,0.0,0,1,0
6481,2019,2019-09-29,22,Corinthians,Fábio Carille,4.0,1.0,1.0,0.0,1.0,0,0,1
6482,2019,2019-09-29,22,Internacional,Odair Hellmann,5.0,1.0,2.0,1.0,0.0,0,1,0
6485,2019,2019-09-30,22,Atlético-MG,Rodrigo Santana,10.0,2.0,3.0,1.0,1.0,0,0,1
6490,2019,2019-10-05,23,São Paulo,Fernando Diniz,7.0,2.0,3.0,1.0,1.0,0,0,1
6492,2019,2019-10-06,23,Grêmio,Renato Gaúcho,8.0,0.0,0.0,0.0,0.0,0,1,0
6494,2019,2019-10-06,23,Cruzeiro,Abel Braga,17.0,1.0,2.0,1.0,0.0,0,1,0
6496,2019,2019-10-06,23,Palmeiras,Mano Menezes,2.0,1.0,2.0,1.0,0.0,0,1,0
6497,2019,2019-10-06,23,Botafogo,Eduardo Barroca,12.0,0.0,1.0,1.0,-1.0,1,0,0
6500,2019,2019-10-10,24,Botafogo,Bruno Lazaroni,12.0,3.0,4.0,1.0,2.0,0,0,1
6503,2019,2019-10-10,24,Grêmio,Renato Gaúcho,8.0,2.0,3.0,1.0,1.0,0,0,1
6505,2019,2019-10-10,24,Cruzeiro,Abel Braga,18.0,0.0,0.0,0.0,0.0,0,1,0
6507,2019,2019-10-11,24,Corinthians,Fábio Carille,4.0,2.0,4.0,2.0,0.0,0,1,0
6509,2019,2019-10-11,24,Flamengo,Jorge Jesus,1.0,3.0,4.0,1.0,2.0,0,0,1
6512,2019,2019-10-13,25,Palmeiras,Mano Menezes,3.0,1.0,1.0,0.0,1.0,0,0,1
6513,2019,2019-10-13,25,Internacional,Ricardo Colbachini,6.0,0.0,0.0,0.0,0.0,0,1,0
6517,2019,2019-10-13,25,São Paulo,Fernando Diniz,5.0,1.0,1.0,0.0,1.0,0,0,1
6519,2019,2019-10-14,25,Atlético-MG,Rodrigo Santana,11.0,1.0,5.0,4.0,-3.0,1,0,0
6520,2019,2019-10-17,26,Grêmio,Renato Gaúcho,6.0,0.0,1.0,1.0,-1.0,1,0,0
6523,2019,2019-10-17,26,Cruzeiro,Abel Braga,18.0,1.0,1.0,0.0,1.0,0,0,1
6524,2019,2019-10-17,26,Palmeiras,Mano Menezes,2.0,1.0,1.0,0.0,1.0,0,0,1
6531,2019,2019-10-20,27,Corinthians,Fábio Carille,4.0,1.0,3.0,2.0,-1.0,1,0,0
6532,2019,2019-10-20,27,Atlético-MG,Vágner Mancini,12.0,2.0,2.0,0.0,2.0,0,0,1
6533,2019,2019-10-20,27,Internacional,Ricardo Colbachini,6.0,0.0,1.0,1.0,-1.0,1,0,0
6534,2019,2019-10-20,27,São Paulo,Fernando Diniz,5.0,1.0,1.0,0.0,1.0,0,0,1
6535,2019,2019-10-20,27,Flamengo,Jorge Jesus,1.0,2.0,2.0,0.0,2.0,0,0,1
6539,2019,2019-10-22,27,Botafogo,Alberto Valentim,13.0,2.0,3.0,1.0,1.0,0,0,1
6540,2019,2019-10-26,28,Corinthians,Fábio Carille,5.0,0.0,0.0,0.0,0.0,0,1,0
6544,2019,2019-10-27,28,Cruzeiro,Abel Braga,17.0,1.0,2.0,1.0,0.0,0,1,0
6545,2019,2019-10-27,28,São Paulo,Fernando Diniz,4.0,2.0,2.0,0.0,2.0,0,0,1
6547,2019,2019-10-27,28,Grêmio,Renato Gaúcho,7.0,3.0,3.0,0.0,3.0,0,0,1
6549,2019,2019-10-27,28,Flamengo,Jorge Jesus,1.0,1.0,1.0,0.0,1.0,0,0,1
6550,2019,2019-10-30,29,Atlético-MG,Vágner Mancini,12.0,0.0,2.0,2.0,-2.0,1,0,0
6551,2019,2019-10-30,29,Palmeiras,Mano Menezes,2.0,3.0,3.0,0.0,3.0,0,0,1
6558,2019,2019-11-01,29,Internacional,Zé Ricardo,5.0,1.0,2.0,1.0,0.0,0,1,0
6559,2019,2019-11-01,29,Botafogo,Alberto Valentim,13.0,0.0,2.0,2.0,-2.0,1,0,0
6561,2019,2019-11-02,30,Palmeiras,Mano Menezes,2.0,1.0,1.0,0.0,1.0,0,0,1
6564,2019,2019-11-03,30,Flamengo,Jorge Jesus,1.0,4.0,5.0,1.0,3.0,0,0,1
6565,2019,2019-11-03,30,Grêmio,Renato Gaúcho,5.0,2.0,2.0,0.0,2.0,0,0,1
6567,2019,2019-11-03,30,Cruzeiro,Abel Braga,16.0,1.0,2.0,1.0,0.0,0,1,0
6574,2019,2019-11-06,31,Corinthians,Coelho,8.0,3.0,5.0,2.0,1.0,0,0,1
6575,2019,2019-11-06,31,Atlético-MG,Vágner Mancini,13.0,2.0,2.0,0.0,2.0,0,0,1
6577,2019,2019-11-07,31,São Paulo,Fernando Diniz,4.0,0.0,2.0,2.0,-2.0,1,0,0
6578,2019,2019-11-07,31,Botafogo,Alberto Valentim,14.0,0.0,1.0,1.0,-1.0,1,0,0
6579,2019,2019-11-07,31,Grêmio,Renato Gaúcho,5.0,2.0,3.0,1.0,1.0,0,0,1
6581,2019,2019-11-09,32,Palmeiras,Mano Menezes,2.0,1.0,2.0,1.0,0.0,0,1,0
6582,2019,2019-11-10,32,Internacional,Zé Ricardo,8.0,2.0,3.0,1.0,1.0,0,0,1
6583,2019,2019-11-10,32,Cruzeiro,Abel Braga,16.0,0.0,0.0,0.0,0.0,0,1,0
6584,2019,2019-11-10,32,São Paulo,Fernando Diniz,5.0,0.0,1.0,1.0,-1.0,1,0,0
6585,2019,2019-11-10,32,Flamengo,Jorge Jesus,1.0,3.0,4.0,1.0,2.0,0,0,1
6589,2019,2019-11-11,32,Botafogo,Alberto Valentim,17.0,2.0,2.0,0.0,2.0,0,0,1
6595,2019,2019-11-17,33,Grêmio,Renato Gaúcho,4.0,0.0,1.0,1.0,-1.0,1,0,0
6596,2019,2019-11-17,33,Corinthians,Coelho,8.0,0.0,0.0,0.0,0.0,0,1,0
6599,2019,2019-11-18,33,Cruzeiro,Abel Braga,16.0,0.0,0.0,0.0,0.0,0,1,0
6600,2019,2019-11-14,34,Flamengo,Jorge Jesus,1.0,4.0,8.0,4.0,0.0,0,1,0
6603,2019,2019-11-24,34,Atlético-MG,Vágner Mancini,13.0,0.0,1.0,1.0,-1.0,1,0,0
6604,2019,2019-11-24,34,Palmeiras,Mano Menezes,2.0,1.0,3.0,2.0,-1.0,1,0,0
6605,2019,2019-11-24,34,Botafogo,Alberto Valentim,14.0,1.0,1.0,0.0,1.0,0,0,1
6607,2019,2019-11-24,34,Internacional,Zé Ricardo,7.0,2.0,4.0,2.0,0.0,0,1,0
6611,2019,2019-11-27,35,Internacional,Zé Ricardo,7.0,1.0,3.0,2.0,-1.0,1,0,0
6614,2019,2019-11-27,35,Corinthians,Coelho,8.0,3.0,3.0,0.0,3.0,0,0,1
6615,2019,2019-11-27,35,Flamengo,Jorge Jesus,1.0,4.0,5.0,1.0,3.0,0,0,1
6618,2019,2019-11-28,35,São Paulo,Fernando Diniz,6.0,1.0,1.0,0.0,1.0,0,0,1
6619,2019,2019-11-28,35,Cruzeiro,Abel Braga,17.0,0.0,1.0,1.0,-1.0,1,0,0
6620,2019,2019-11-30,36,Botafogo,Alberto Valentim,13.0,0.0,1.0,1.0,-1.0,1,0,0
6622,2019,2019-12-01,36,Palmeiras,Mano Menezes,3.0,1.0,4.0,3.0,-2.0,1,0,0
6625,2019,2019-12-01,36,Atlético-MG,Vágner Mancini,14.0,2.0,3.0,1.0,1.0,0,0,1
6626,2019,2019-12-01,36,Grêmio,Renato Gaúcho,4.0,3.0,3.0,0.0,3.0,0,0,1
6631,2019,2019-12-04,37,Atlético-MG,Vágner Mancini,13.0,2.0,2.0,0.0,2.0,0,0,1
6634,2019,2019-12-04,37,São Paulo,Fernando Diniz,6.0,2.0,3.0,1.0,1.0,0,0,1
6636,2019,2019-12-05,37,Palmeiras,Andrey Lopes,3.0,5.0,6.0,1.0,4.0,0,0,1
6638,2019,2019-12-05,37,Grêmio,Renato Gaúcho,4.0,2.0,2.0,0.0,2.0,0,0,1
6639,2019,2019-12-05,37,Flamengo,Jorge Jesus,1.0,6.0,7.0,1.0,5.0,0,0,1
6640,2019,2019-12-08,38,Internacional,Zé Ricardo,8.0,2.0,3.0,1.0,1.0,0,0,1
6641,2019,2019-12-08,38,Cruzeiro,Adilson Batista,17.0,0.0,2.0,2.0,-2.0,1,0,0
6643,2019,2019-12-08,38,Corinthians,Coelho,7.0,1.0,3.0,2.0,-1.0,1,0,0
6646,2019,2019-12-08,38,Botafogo,Alberto Valentim,15.0,1.0,2.0,1.0,0.0,0,1,0
6651,2020,2020-08-09,1,Sport Recife,Daniel Paulista,3.0,3.0,5.0,2.0,1.0,0,0,1
6652,2020,2020-08-09,1,Flamengo,Domènec Torrent,16.0,0.0,1.0,1.0,-1.0,1,0,0
6654,2020,2020-08-10,1,Grêmio,Renato Gaúcho,5.0,1.0,1.0,0.0,1.0,0,0,1
6656,2020,2020-10-01,1,Botafogo,Paulo Autuori,15.0,1.0,3.0,2.0,-1.0,1,0,0
6657,2020,2020-10-01,1,Corinthians,Coelho,12.0,0.0,0.0,0.0,0.0,0,1,0
6659,2020,2021-01-27,1,Palmeiras,Abel Ferreira,9.0,1.0,2.0,1.0,0.0,0,1,0
6660,2020,2020-08-12,2,Atlético-MG,Jorge Sampaoli,7.0,3.0,5.0,2.0,1.0,0,0,1
6667,2020,2020-08-14,2,São Paulo,Fernando Diniz,1.0,1.0,1.0,0.0,1.0,0,0,1
6668,2020,2020-08-14,2,Internacional,Eduardo Coudet,6.0,2.0,2.0,0.0,2.0,0,0,1
6670,2020,2020-08-16,3,Grêmio,Renato Gaúcho,8.0,0.0,0.0,0.0,0.0,0,1,0
6672,2020,2020-08-16,3,Palmeiras,Vanderlei Luxemburgo,10.0,1.0,2.0,1.0,0.0,0,1,0
6673,2020,2020-08-16,3,Atlético-MG,Jorge Sampaoli,4.0,2.0,2.0,0.0,2.0,0,0,1
6680,2020,2020-08-20,4,Flamengo,Domènec Torrent,12.0,1.0,2.0,1.0,0.0,0,1,0
6683,2020,2020-08-20,4,Internacional,Eduardo Coudet,5.0,3.0,3.0,0.0,3.0,0,0,1
6685,2020,2020-08-20,4,Botafogo,Paulo Autuori,16.0,2.0,3.0,1.0,1.0,0,0,1
6686,2020,2020-08-20,4,Corinthians,Tiago Nunes,15.0,3.0,4.0,1.0,2.0,0,0,1
6687,2020,2020-08-21,4,Sport Recife,Daniel Paulista,11.0,0.0,1.0,1.0,-1.0,1,0,0
6688,2020,2020-08-21,4,São Paulo,Fernando Diniz,4.0,1.0,2.0,1.0,0.0,0,1,0
6691,2020,2020-08-23,5,Internacional,Eduardo Coudet,3.0,1.0,1.0,0.0,1.0,0,0,1
6693,2020,2020-08-23,5,Flamengo,Domènec Torrent,17.0,1.0,2.0,1.0,0.0,0,1,0
6695,2020,2020-08-23,5,Palmeiras,Vanderlei Luxemburgo,8.0,2.0,3.0,1.0,1.0,0,0,1
6697,2020,2020-08-24,5,Sport Recife,Daniel Paulista,16.0,0.0,1.0,1.0,-1.0,1,0,0
6699,2020,2020-08-27,5,Corinthians,Tiago Nunes,10.0,1.0,2.0,1.0,0.0,0,1,0
6700,2020,2020-08-29,6,Botafogo,Paulo Autuori,12.0,0.0,2.0,2.0,-2.0,1,0,0
6704,2020,2020-08-30,6,São Paulo,Fernando Diniz,3.0,2.0,3.0,1.0,1.0,0,0,1
6708,2020,2020-11-18,6,Atlético-MG,Jorge Sampaoli,5.0,0.0,2.0,2.0,-2.0,1,0,0
6709,2020,2020-11-30,6,Grêmio,Renato Gaúcho,9.0,2.0,3.0,1.0,1.0,0,0,1
6713,2020,2020-09-03,7,Botafogo,Paulo Autuori,16.0,0.0,0.0,0.0,0.0,0,1,0
6716,2020,2020-09-03,7,Palmeiras,Vanderlei Luxemburgo,6.0,1.0,2.0,1.0,0.0,0,1,0
6718,2020,2020-09-04,7,Grêmio,Renato Gaúcho,7.0,1.0,3.0,2.0,-1.0,1,0,0
6719,2020,2020-09-04,7,Atlético-MG,Jorge Sampaoli,9.0,3.0,3.0,0.0,3.0,0,0,1
6720,2020,2020-09-05,8,Flamengo,Domènec Torrent,6.0,2.0,3.0,1.0,1.0,0,0,1
6721,2020,2020-09-06,8,Corinthians,Tiago Nunes,12.0,2.0,4.0,2.0,0.0,0,1,0
6724,2020,2020-09-06,8,São Paulo,Fernando Diniz,2.0,3.0,4.0,1.0,2.0,0,0,1
6725,2020,2020-09-06,8,Internacional,Eduardo Coudet,1.0,2.0,4.0,2.0,0.0,0,1,0
6728,2020,2020-09-07,8,Sport Recife,Jair Ventura,15.0,2.0,3.0,1.0,1.0,0,0,1
6733,2020,2020-09-10,9,São Paulo,Fernando Diniz,2.0,1.0,2.0,1.0,0.0,0,1,0
6736,2020,2020-09-11,9,Internacional,Eduardo Coudet,1.0,2.0,2.0,0.0,2.0,0,0,1
6737,2020,2020-09-11,9,Corinthians,Tiago Nunes,14.0,0.0,2.0,2.0,-2.0,1,0,0
6743,2020,2020-09-13,10,Grêmio,Renato Gaúcho,8.0,1.0,2.0,1.0,0.0,0,1,0
6745,2020,2020-09-13,10,Atlético-MG,Jorge Sampaoli,5.0,2.0,3.0,1.0,1.0,0,0,1
6748,2020,2020-09-14,10,Palmeiras,Vanderlei Luxemburgo,4.0,2.0,4.0,2.0,0.0,0,1,0
6749,2020,2020-09-14,10,Botafogo,Paulo Autuori,17.0,2.0,5.0,3.0,-1.0,1,0,0
6750,2020,2020-08-27,11,São Paulo,Fernando Diniz,4.0,1.0,1.0,0.0,1.0,0,0,1
6751,2020,2020-09-17,11,Corinthians,Coelho,16.0,3.0,5.0,2.0,1.0,0,0,1
6755,2020,2020-09-20,11,Grêmio,Renato Gaúcho,8.0,1.0,2.0,1.0,0.0,0,1,0
6757,2020,2020-09-20,11,Botafogo,Paulo Autuori,17.0,0.0,0.0,0.0,0.0,0,1,0
6758,2020,2020-09-21,11,Sport Recife,Jair Ventura,15.0,1.0,1.0,0.0,1.0,0,0,1
6759,2020,2020-10-13,11,Flamengo,Domènec Torrent,6.0,2.0,3.0,1.0,1.0,0,0,1
6760,2020,2020-09-24,12,Sport Recife,Jair Ventura,12.0,1.0,1.0,0.0,1.0,0,0,1
6761,2020,2020-09-27,12,Internacional,Eduardo Coudet,3.0,1.0,2.0,1.0,0.0,0,1,0
6763,2020,2020-09-27,12,Atlético-MG,Jorge Sampaoli,1.0,3.0,4.0,1.0,2.0,0,0,1
6765,2020,2020-09-27,12,Palmeiras,Vanderlei Luxemburgo,5.0,1.0,2.0,1.0,0.0,0,1,0
6770,2020,2020-10-03,13,Grêmio,Renato Gaúcho,12.0,1.0,2.0,1.0,0.0,0,1,0
6771,2020,2020-10-04,13,Palmeiras,Vanderlei Luxemburgo,5.0,2.0,3.0,1.0,1.0,0,0,1
6773,2020,2020-10-04,13,Botafogo,Bruno Lazaroni,19.0,1.0,2.0,1.0,0.0,0,1,0
6774,2020,2020-10-04,13,Flamengo,Domènec Torrent,4.0,3.0,4.0,1.0,2.0,0,0,1
6779,2020,2020-10-05,13,Atlético-MG,Jorge Sampaoli,1.0,4.0,5.0,1.0,3.0,0,0,1
6780,2020,2020-10-08,14,Corinthians,Coelho,15.0,1.0,2.0,1.0,0.0,0,1,0
6781,2020,2020-10-08,14,Flamengo,Domènec Torrent,2.0,3.0,3.0,0.0,3.0,0,0,1
6782,2020,2020-10-08,14,Grêmio,Renato Gaúcho,12.0,2.0,3.0,1.0,1.0,0,0,1
6784,2020,2020-10-08,14,São Paulo,Fernando Diniz,3.0,3.0,3.0,0.0,3.0,0,0,1
6786,2020,2020-10-08,14,Botafogo,Bruno Lazaroni,19.0,2.0,3.0,1.0,1.0,0,0,1
6791,2020,2020-10-11,15,Palmeiras,Vanderlei Luxemburgo,5.0,0.0,2.0,2.0,-2.0,1,0,0
6793,2020,2020-10-11,15,Atlético-MG,Jorge Sampaoli,1.0,3.0,3.0,0.0,3.0,0,0,1
6796,2020,2020-10-11,15,Sport Recife,Jair Ventura,8.0,1.0,3.0,2.0,-1.0,1,0,0
6798,2020,2020-10-12,15,Internacional,Eduardo Coudet,4.0,2.0,3.0,1.0,1.0,0,0,1
6800,2020,2020-10-14,16,Palmeiras,Vanderlei Luxemburgo,7.0,1.0,4.0,3.0,-2.0,1,0,0
6801,2020,2020-10-15,16,Grêmio,Renato Gaúcho,10.0,3.0,4.0,1.0,2.0,0,0,1
6803,2020,2020-10-15,16,Atlético-MG,Jorge Sampaoli,1.0,1.0,2.0,1.0,0.0,0,1,0
6804,2020,2020-10-15,16,Sport Recife,Jair Ventura,9.0,3.0,8.0,5.0,-2.0,1,0,0
6806,2020,2020-10-16,16,Flamengo,Domènec Torrent,2.0,1.0,2.0,1.0,0.0,0,1,0
6813,2020,2020-10-18,17,São Paulo,Fernando Diniz,4.0,0.0,0.0,0.0,0.0,0,1,0
6814,2020,2020-10-18,17,Corinthians,Vágner Mancini,15.0,1.0,6.0,5.0,-4.0,1,0,0
6815,2020,2020-10-18,17,Internacional,Eduardo Coudet,2.0,2.0,2.0,0.0,2.0,0,0,1
6819,2020,2020-10-20,17,Botafogo,Bruno Lazaroni,16.0,0.0,0.0,0.0,0.0,0,1,0
6823,2020,2020-10-25,18,Atlético-MG,Jorge Sampaoli,3.0,0.0,0.0,0.0,0.0,0,1,0
6826,2020,2020-10-25,18,Internacional,Eduardo Coudet,1.0,2.0,4.0,2.0,0.0,0,1,0
6829,2020,2020-12-10,18,São Paulo,Fernando Diniz,4.0,4.0,4.0,0.0,4.0,0,0,1
6830,2020,2020-10-31,19,Botafogo,Flávio Tenius,18.0,2.0,4.0,2.0,0.0,0,1,0
6831,2020,2020-10-31,19,Corinthians,Vágner Mancini,14.0,1.0,1.0,0.0,1.0,0,0,1
6834,2020,2020-11-01,19,Flamengo,Domènec Torrent,2.0,1.0,5.0,4.0,-3.0,1,0,0
6835,2020,2020-11-01,19,Sport Recife,Jair Ventura,13.0,1.0,1.0,0.0,1.0,0,0,1
6838,2020,2020-11-02,19,Palmeiras,Andrey Lopes,8.0,3.0,3.0,0.0,3.0,0,0,1
6839,2020,2020-11-03,19,Grêmio,Renato Gaúcho,7.0,2.0,3.0,1.0,1.0,0,0,1
6842,2020,2020-11-07,20,São Paulo,Fernando Diniz,1.0,2.0,3.0,1.0,1.0,0,0,1
6845,2020,2020-11-08,20,Internacional,Eduardo Coudet,2.0,2.0,4.0,2.0,0.0,0,1,0
6846,2020,2020-11-08,20,Atlético-MG,Jorge Sampaoli,4.0,4.0,4.0,0.0,4.0,0,0,1
6850,2020,2020-11-14,21,Sport Recife,Jair Ventura,10.0,0.0,2.0,2.0,-2.0,1,0,0
6854,2020,2020-11-14,21,Corinthians,Vágner Mancini,13.0,1.0,3.0,2.0,-1.0,1,0,0
6856,2020,2020-11-14,21,Grêmio,Renato Gaúcho,5.0,4.0,6.0,2.0,2.0,0,0,1
6857,2020,2020-11-15,21,Palmeiras,Abel Ferreira,7.0,2.0,2.0,0.0,2.0,0,0,1
6858,2020,2020-11-15,21,Flamengo,Rogério Ceni,4.0,1.0,2.0,1.0,0.0,0,1,0
6859,2020,2020-11-17,21,Botafogo,Emiliano Ramón Díaz,19.0,1.0,3.0,2.0,-1.0,1,0,0
6862,2020,2020-11-21,22,Flamengo,Rogério Ceni,4.0,3.0,4.0,1.0,2.0,0,0,1
6864,2020,2020-11-22,22,São Paulo,Fernando Diniz,1.0,1.0,2.0,1.0,0.0,0,1,0
6866,2020,2020-11-22,22,Internacional,Abel Braga,3.0,1.0,3.0,2.0,-1.0,1,0,0
6867,2020,2020-11-22,22,Botafogo,Emiliano Ramón Díaz,19.0,1.0,3.0,2.0,-1.0,1,0,0
6868,2020,2020-11-22,22,Corinthians,Vágner Mancini,14.0,0.0,0.0,0.0,0.0,0,1,0
6869,2020,2020-11-23,22,Sport Recife,Jair Ventura,11.0,0.0,1.0,1.0,-1.0,1,0,0
6870,2020,2020-11-26,23,Atlético-MG,Jorge Sampaoli,2.0,2.0,3.0,1.0,1.0,0,0,1
6874,2020,2020-11-28,23,Palmeiras,Abel Ferreira,7.0,3.0,3.0,0.0,3.0,0,0,1
6879,2020,2021-01-29,23,Grêmio,Renato Gaúcho,4.0,2.0,6.0,4.0,-2.0,1,0,0
6881,2020,2020-12-05,24,Botafogo,Felipe Lucena,19.0,0.0,1.0,1.0,-1.0,1,0,0
6886,2020,2020-12-06,24,Grêmio,Renato Gaúcho,7.0,4.0,4.0,0.0,4.0,0,0,1
6887,2020,2020-12-06,24,São Paulo,Fernando Diniz,1.0,1.0,1.0,0.0,1.0,0,0,1
6888,2020,2020-12-06,24,Atlético-MG,Jorge Sampaoli,2.0,2.0,4.0,2.0,0.0,0,1,0
6892,2020,2020-12-12,25,Internacional,Abel Braga,7.0,2.0,3.0,1.0,1.0,0,0,1
6893,2020,2020-12-12,25,Palmeiras,Abel Ferreira,6.0,3.0,3.0,0.0,3.0,0,0,1
6896,2020,2020-12-13,25,Flamengo,Rogério Ceni,2.0,4.0,5.0,1.0,3.0,0,0,1
6897,2020,2020-12-13,25,Corinthians,Vágner Mancini,11.0,1.0,1.0,0.0,1.0,0,0,1
6898,2020,2020-12-13,25,Sport Recife,Jair Ventura,16.0,1.0,1.0,0.0,1.0,0,0,1
6901,2020,2020-12-17,26,São Paulo,Fernando Diniz,1.0,3.0,3.0,0.0,3.0,0,0,1
6902,2020,2020-12-19,26,Sport Recife,Jair Ventura,15.0,1.0,2.0,1.0,0.0,0,1,0
6905,2020,2020-12-20,26,Internacional,Abel Braga,5.0,2.0,2.0,0.0,2.0,0,0,1
6908,2020,2020-12-20,26,Flamengo,Rogério Ceni,2.0,4.0,7.0,3.0,1.0,0,0,1
6909,2020,2020-12-21,26,Corinthians,Vágner Mancini,9.0,2.0,3.0,1.0,1.0,0,0,1
6910,2020,2020-12-26,27,Atlético-MG,Jorge Sampaoli,3.0,2.0,2.0,0.0,2.0,0,0,1
6913,2020,2020-12-27,27,Grêmio,Renato Gaúcho,6.0,2.0,3.0,1.0,1.0,0,0,1
6915,2020,2020-12-27,27,Botafogo,Eduardo Barroca,18.0,0.0,2.0,2.0,-2.0,1,0,0
6918,2020,2020-12-27,27,Palmeiras,Abel Ferreira,5.0,1.0,1.0,0.0,1.0,0,0,1
6920,2020,2021-01-06,28,Botafogo,Eduardo Barroca,19.0,0.0,2.0,2.0,-2.0,1,0,0
6921,2020,2021-01-06,28,Grêmio,Renato Gaúcho,6.0,2.0,3.0,1.0,1.0,0,0,1
6922,2020,2021-01-06,28,Sport Recife,Jair Ventura,15.0,1.0,1.0,0.0,1.0,0,0,1
6924,2020,2021-01-07,28,Flamengo,Rogério Ceni,2.0,1.0,3.0,2.0,-1.0,1,0,0
6928,2020,2021-01-18,28,Palmeiras,Abel Ferreira,5.0,4.0,4.0,0.0,4.0,0,0,1
6929,2020,2021-01-27,28,Atlético-MG,Jorge Sampaoli,3.0,2.0,2.0,0.0,2.0,0,0,1
