index,ano,data,rodada,time,tecnico,colocacao,gols,total_gols,gols_outro_time,dif_gols,derrota,empate,vitoria
6930,2020,2021-01-09,29,Sport Recife,Jair Ventura,14.0,0.0,1.0,1.0,-1.0,1,0,0
6933,2020,2021-01-10,29,Flamengo,Rogério Ceni,3.0,0.0,2.0,2.0,-2.0,1,0,0
6934,2020,2021-01-10,29,São Paulo,Fernando Diniz,1.0,0.0,1.0,1.0,-1.0,1,0,0
6935,2020,2021-01-10,29,Internacional,Abel Braga,4.0,1.0,1.0,0.0,1.0,0,0,1
6939,2020,2021-01-14,29,Corinthians,Vágner Mancini,9.0,5.0,5.0,0.0,5.0,0,0,1
6940,2020,2021-01-16,30,Palmeiras,Abel Ferreira,5.0,1.0,2.0,1.0,0.0,0,1,0
6945,2020,2021-01-17,30,Atlético-MG,Jorge Sampaoli,2.0,3.0,4.0,1.0,2.0,0,0,1
6946,2020,2021-01-18,30,Internacional,Abel Braga,3.0,4.0,6.0,2.0,2.0,0,0,1
6950,2020,2021-01-20,31,Botafogo,Eduardo Barroca,20.0,1.0,4.0,3.0,-2.0,1,0,0
6952,2020,2021-01-20,31,Grêmio,Renato Gaúcho,6.0,1.0,2.0,1.0,0.0,0,1,0
6954,2020,2021-01-21,31,São Paulo,Fernando Diniz,1.0,1.0,6.0,5.0,-4.0,1,0,0
6956,2020,2021-01-21,31,Flamengo,Rogério Ceni,4.0,2.0,2.0,0.0,2.0,0,0,1
6959,2020,2021-01-22,31,Corinthians,Vágner Mancini,9.0,3.0,3.0,0.0,3.0,0,0,1
6960,2020,2021-01-23,32,São Paulo,Fernando Diniz,4.0,1.0,2.0,1.0,0.0,0,1,0
6962,2020,2021-01-24,32,Internacional,Abel Braga,1.0,2.0,3.0,1.0,1.0,0,0,1
6965,2020,2021-01-24,32,Sport Recife,Jair Ventura,17.0,2.0,2.0,0.0,2.0,0,0,1
6969,2020,2021-01-26,32,Corinthians,Vágner Mancini,8.0,0.0,2.0,2.0,-2.0,1,0,0
6973,2020,2021-01-31,33,Atlético-MG,Jorge Sampaoli,4.0,2.0,2.0,0.0,2.0,0,0,1
6974,2020,2021-01-31,33,Internacional,Abel Braga,1.0,2.0,3.0,1.0,1.0,0,0,1
6977,2020,2021-02-02,33,Sport Recife,Jair Ventura,15.0,0.0,3.0,3.0,-3.0,1,0,0
6978,2020,2021-02-02,33,Palmeiras,Abel Ferreira,5.0,1.0,2.0,1.0,0.0,0,1,0
6980,2020,2021-02-03,34,Grêmio,Renato Gaúcho,7.0,3.0,6.0,3.0,0.0,0,1,0
6982,2020,2021-02-04,34,Corinthians,Vágner Mancini,11.0,2.0,3.0,1.0,1.0,0,0,1
6986,2020,2021-02-05,34,Flamengo,Rogério Ceni,2.0,2.0,2.0,0.0,2.0,0,0,1
6988,2020,2021-02-05,34,Botafogo,Eduardo Barroca,20.0,0.0,1.0,1.0,-1.0,1,0,0
6989,2020,2021-02-20,34,São Paulo,Vizolli,4.0,1.0,2.0,1.0,0.0,0,1,0
6993,2020,2021-02-08,35,Botafogo,Lúcio Flávio,20.0,2.0,7.0,5.0,-3.0,1,0,0
6994,2020,2021-02-10,35,Internacional,Abel Braga,1.0,1.0,3.0,2.0,-1.0,1,0,0
6996,2020,2021-02-11,35,São Paulo,Vizolli,4.0,1.0,2.0,1.0,0.0,0,1,0
6998,2020,2021-02-11,35,Corinthians,Vágner Mancini,9.0,3.0,6.0,3.0,0.0,0,1,0
7002,2020,2021-02-13,36,Atlético-MG,Jorge Sampaoli,3.0,1.0,2.0,1.0,0.0,0,1,0
7003,2020,2021-02-14,36,Flamengo,Rogério Ceni,2.0,2.0,3.0,1.0,1.0,0,0,1
7005,2020,2021-02-14,36,Palmeiras,Abel Ferreira,7.0,3.0,3.0,0.0,3.0,0,0,1
7007,2020,2021-02-15,36,Grêmio,Renato Gaúcho,6.0,1.0,3.0,2.0,-1.0,1,0,0
7009,2020,2021-02-16,36,Sport Recife,Jair Ventura,14.0,0.0,0.0,0.0,0.0,0,1,0
7012,2020,2021-02-21,37,Sport Recife,Jair Ventura,14.0,2.0,5.0,3.0,-1.0,1,0,0
7013,2020,2021-02-21,37,Flamengo,Rogério Ceni,2.0,2.0,3.0,1.0,1.0,0,0,1
7014,2020,2021-02-21,37,Corinthians,Vágner Mancini,10.0,0.0,0.0,0.0,0.0,0,1,0
7016,2020,2021-02-21,37,Grêmio,Renato Gaúcho,7.0,1.0,1.0,0.0,1.0,0,0,1
7018,2020,2021-02-22,37,Palmeiras,Abel Ferreira,6.0,1.0,2.0,1.0,0.0,0,1,0
7019,2020,2021-02-23,37,Botafogo,Lúcio Flávio,20.0,1.0,1.0,0.0,1.0,0,0,1
7020,2020,2021-02-25,38,São Paulo,Vizolli,4.0,2.0,3.0,1.0,1.0,0,0,1
7024,2020,2021-02-26,38,Atlético-MG,Jorge Sampaoli,3.0,2.0,2.0,0.0,2.0,0,0,1
7025,2020,2021-02-26,38,Internacional,Abel Braga,2.0,0.0,0.0,0.0,0.0,0,1,0
5890,2018,2018-04-14,1,Grêmio,Renato Gaúcho,7.0,1.0,1.0,0.0,1.0,0,0,1
5891,2018,2018-04-15,1,Flamengo,Maurício Barbieri,9.0,2.0,4.0,2.0,0.0,0,1,0
5893,2018,2018-04-15,1,Sport Recife,Nelsinho Baptista,19.0,0.0,3.0,3.0,-3.0,1,0,0
5896,2018,2018-04-15,1,Atlético-MG,Thiago Larghi,13.0,1.0,3.0,2.0,-1.0,1,0,0
5898,2018,2018-04-17,1,Palmeiras,Roger Machado,11.0,1.0,2.0,1.0,0.0,0,1,0
5902,2018,2018-04-22,2,Corinthians,Fábio Carille,5.0,4.0,4.0,0.0,4.0,0,0,1
5905,2018,2018-04-22,2,Cruzeiro,Mano Menezes,15.0,0.0,1.0,1.0,-1.0,1,0,0
5906,2018,2018-04-22,2,São Paulo,Diego Aguirre,8.0,0.0,0.0,0.0,0.0,0,1,0
5907,2018,2018-04-22,2,Internacional,Odair Hellmann,4.0,0.0,1.0,1.0,-1.0,1,0,0
5909,2018,2018-04-24,2,Botafogo,Alberto Valentim,12.0,1.0,2.0,1.0,0.0,0,1,0
5910,2018,2018-04-28,3,Grêmio,Renato Gaúcho,6.0,1.0,3.0,2.0,-1.0,1,0,0
5911,2018,2018-04-29,3,Corinthians,Fábio Carille,1.0,0.0,1.0,1.0,-1.0,1,0,0
5912,2018,2018-04-29,3,Sport Recife,Claudinei Oliveira,17.0,2.0,3.0,1.0,1.0,0,0,1
5914,2018,2018-04-29,3,São Paulo,Diego Aguirre,7.0,1.0,2.0,1.0,0.0,0,1,0
5915,2018,2018-04-29,3,Flamengo,Maurício Barbieri,3.0,3.0,3.0,0.0,3.0,0,0,1
5917,2018,2018-04-30,3,Cruzeiro,Mano Menezes,19.0,0.0,0.0,0.0,0.0,0,1,0
5921,2018,2018-05-06,4,Atlético-MG,Thiago Larghi,4.0,2.0,4.0,2.0,0.0,0,1,0
5923,2018,2018-05-06,4,Botafogo,Alberto Valentim,6.0,0.0,1.0,1.0,-1.0,1,0,0
5924,2018,2018-05-06,4,Palmeiras,Roger Machado,8.0,3.0,4.0,1.0,2.0,0,0,1
5926,2018,2018-05-06,4,Internacional,Odair Hellmann,11.0,0.0,2.0,2.0,-2.0,1,0,0
5930,2018,2018-05-12,5,Internacional,Odair Hellmann,13.0,0.0,0.0,0.0,0.0,0,1,0
5931,2018,2018-05-13,5,Sport Recife,Claudinei Oliveira,8.0,0.0,2.0,2.0,-2.0,1,0,0
5932,2018,2018-05-13,5,Palmeiras,Roger Machado,3.0,0.0,1.0,1.0,-1.0,1,0,0
5934,2018,2018-05-13,5,Flamengo,Maurício Barbieri,1.0,2.0,5.0,3.0,-1.0,1,0,0
5935,2018,2018-05-13,5,Atlético-MG,Thiago Larghi,6.0,2.0,3.0,1.0,1.0,0,0,1
5936,2018,2018-05-13,5,São Paulo,Diego Aguirre,10.0,2.0,4.0,2.0,0.0,0,1,0
5940,2018,2018-05-19,6,Cruzeiro,Mano Menezes,8.0,0.0,1.0,1.0,-1.0,1,0,0
5944,2018,2018-05-20,6,Grêmio,Renato Gaúcho,4.0,0.0,0.0,0.0,0.0,0,1,0
5945,2018,2018-05-20,6,Botafogo,Alberto Valentim,7.0,0.0,1.0,1.0,-1.0,1,0,0
5947,2018,2018-05-20,6,Corinthians,Fábio Carille,2.0,1.0,2.0,1.0,0.0,0,1,0
5951,2018,2018-05-27,7,Sport Recife,Claudinei Oliveira,12.0,3.0,5.0,2.0,1.0,0,0,1
5952,2018,2018-05-27,7,Flamengo,Maurício Barbieri,2.0,1.0,1.0,0.0,1.0,0,0,1
5956,2018,2018-05-27,7,Cruzeiro,Mano Menezes,13.0,1.0,1.0,0.0,1.0,0,0,1
5957,2018,2018-05-27,7,Corinthians,Osmar Loss,3.0,1.0,3.0,2.0,-1.0,1,0,0
5958,2018,2018-05-28,7,Grêmio,Renato Gaúcho,8.0,1.0,1.0,0.0,1.0,0,0,1
5959,2018,2018-05-28,7,São Paulo,Diego Aguirre,7.0,3.0,4.0,1.0,2.0,0,0,1
5961,2018,2018-05-31,8,Atlético-MG,Thiago Larghi,3.0,2.0,5.0,3.0,-1.0,1,0,0
5962,2018,2018-05-31,8,Internacional,Odair Hellmann,8.0,3.0,5.0,2.0,1.0,0,0,1
5963,2018,2018-05-31,8,Botafogo,Alberto Valentim,13.0,2.0,5.0,3.0,-1.0,1,0,0
5965,2018,2018-05-31,8,Palmeiras,Roger Machado,7.0,0.0,1.0,1.0,-1.0,1,0,0
5971,2018,2018-06-02,9,Sport Recife,Claudinei Oliveira,6.0,0.0,0.0,0.0,0.0,0,1,0
5972,2018,2018-06-03,9,Botafogo,Alberto Valentim,14.0,2.0,3.0,1.0,1.0,0,0,1
5973,2018,2018-06-03,9,São Paulo,Diego Aguirre,2.0,1.0,4.0,3.0,-2.0,1,0,0
5974,2018,2018-06-03,9,Grêmio,Renato Gaúcho,9.0,2.0,2.0,0.0,2.0,0,0,1
5976,2018,2018-06-03,9,Corinthians,Osmar Loss,3.0,0.0,1.0,1.0,-1.0,1,0,0
5978,2018,2018-06-04,9,Cruzeiro,Mano Menezes,7.0,1.0,1.0,0.0,1.0,0,0,1
5980,2018,2018-06-06,10,Internacional,Odair Hellmann,5.0,0.0,0.0,0.0,0.0,0,1,0
5986,2018,2018-06-07,10,Palmeiras,Roger Machado,7.0,2.0,2.0,0.0,2.0,0,0,1
5988,2018,2018-06-08,10,Flamengo,Maurício Barbieri,1.0,2.0,2.0,0.0,2.0,0,0,1
5989,2018,2018-06-08,10,Atlético-MG,Thiago Larghi,10.0,3.0,4.0,1.0,2.0,0,0,1
5990,2018,2018-06-09,11,São Paulo,Diego Aguirre,6.0,1.0,1.0,0.0,1.0,0,0,1
5991,2018,2018-06-10,11,Cruzeiro,Mano Menezes,5.0,0.0,2.0,2.0,-2.0,1,0,0
5992,2018,2018-06-10,11,Sport Recife,Claudinei Oliveira,2.0,2.0,5.0,3.0,-1.0,1,0,0
5995,2018,2018-06-10,11,Botafogo,Alberto Valentim,13.0,3.0,6.0,3.0,0.0,0,1,0
5996,2018,2018-06-10,11,Palmeiras,Roger Machado,3.0,2.0,4.0,2.0,0.0,0,1,0
5999,2018,2018-06-11,11,Internacional,Odair Hellmann,8.0,2.0,3.0,1.0,1.0,0,0,1
6003,2018,2018-06-14,12,Cruzeiro,Mano Menezes,8.0,1.0,2.0,1.0,0.0,0,1,0
6004,2018,2018-06-14,12,Grêmio,Renato Gaúcho,4.0,0.0,0.0,0.0,0.0,0,1,0
6006,2018,2018-06-14,12,Flamengo,Maurício Barbieri,1.0,1.0,2.0,1.0,0.0,0,1,0
6008,2018,2018-06-14,12,Corinthians,Osmar Loss,9.0,0.0,1.0,1.0,-1.0,1,0,0
6010,2018,2018-07-19,13,Sport Recife,Claudinei Oliveira,7.0,0.0,1.0,1.0,-1.0,1,0,0
6012,2018,2018-07-19,13,São Paulo,Diego Aguirre,3.0,1.0,1.0,0.0,1.0,0,0,1
6013,2018,2018-07-19,13,Botafogo,Marcos Paquetá,9.0,0.0,2.0,2.0,-2.0,1,0,0
6014,2018,2018-07-19,13,Atlético-MG,Thiago Larghi,2.0,0.0,2.0,2.0,-2.0,1,0,0
6018,2018,2018-07-20,13,Palmeiras,Roger Machado,6.0,1.0,2.0,1.0,0.0,0,1,0
6019,2018,2018-07-20,13,Internacional,Odair Hellmann,4.0,2.0,4.0,2.0,0.0,0,1,0
6020,2018,2018-07-22,14,Botafogo,Marcos Paquetá,10.0,0.0,2.0,2.0,-2.0,1,0,0
6021,2018,2018-07-22,14,Corinthians,Osmar Loss,8.0,1.0,4.0,3.0,-2.0,1,0,0
6024,2018,2018-07-22,14,Grêmio,Renato Gaúcho,4.0,0.0,1.0,1.0,-1.0,1,0,0
6026,2018,2018-07-22,14,Atlético-MG,Thiago Larghi,3.0,2.0,5.0,3.0,-1.0,1,0,0
6030,2018,2018-07-26,15,Palmeiras,Roger Machado,6.0,0.0,1.0,1.0,-1.0,1,0,0
6032,2018,2018-07-26,15,Flamengo,Maurício Barbieri,1.0,1.0,2.0,1.0,0.0,0,1,0
6033,2018,2018-07-26,15,Cruzeiro,Mano Menezes,4.0,0.0,2.0,2.0,-2.0,1,0,0
6034,2018,2018-07-27,15,Sport Recife,Claudinei Oliveira,10.0,0.0,1.0,1.0,-1.0,1,0,0
6036,2018,2018-07-27,15,São Paulo,Diego Aguirre,2.0,1.0,3.0,2.0,-1.0,1,0,0
6037,2018,2018-07-27,15,Internacional,Odair Hellmann,3.0,1.0,3.0,2.0,-1.0,1,0,0
6041,2018,2018-07-29,16,Corinthians,Osmar Loss,8.0,4.0,5.0,1.0,3.0,0,0,1
6043,2018,2018-07-29,16,São Paulo,Diego Aguirre,2.0,2.0,2.0,0.0,2.0,0,0,1
6045,2018,2018-07-29,16,Sport Recife,Claudinei Oliveira,13.0,1.0,5.0,4.0,-3.0,1,0,0
6046,2018,2018-07-29,16,Botafogo,Marcos Paquetá,11.0,0.0,3.0,3.0,-3.0,1,0,0
6047,2018,2018-07-30,16,Grêmio,Renato Gaúcho,4.0,1.0,2.0,1.0,0.0,0,1,0
6049,2018,2018-07-31,16,Atlético-MG,Thiago Larghi,3.0,2.0,4.0,2.0,0.0,0,1,0
6051,2018,2018-08-05,17,Flamengo,Maurício Barbieri,1.0,0.0,2.0,2.0,-2.0,1,0,0
6054,2018,2018-08-05,17,Palmeiras,Luiz Felipe Scolari,6.0,0.0,0.0,0.0,0.0,0,1,0
6055,2018,2018-08-05,17,Cruzeiro,Mano Menezes,8.0,1.0,2.0,1.0,0.0,0,1,0
6059,2018,2018-08-07,17,Internacional,Odair Hellmann,3.0,1.0,1.0,0.0,1.0,0,0,1
6063,2018,2018-08-12,18,Botafogo,Zé Ricardo,12.0,1.0,2.0,1.0,0.0,0,1,0
6064,2018,2018-08-12,18,Corinthians,Osmar Loss,7.0,1.0,3.0,2.0,-1.0,1,0,0
6065,2018,2018-08-12,18,Cruzeiro,Mano Menezes,8.0,0.0,1.0,1.0,-1.0,1,0,0
6066,2018,2018-08-12,18,São Paulo,Diego Aguirre,1.0,3.0,4.0,1.0,2.0,0,0,1
6069,2018,2018-08-14,18,Internacional,Odair Hellmann,3.0,3.0,3.0,0.0,3.0,0,0,1
6070,2018,2018-08-18,19,Sport Recife,Eduardo Baptista,15.0,0.0,3.0,3.0,-3.0,1,0,0
6071,2018,2018-08-19,19,Grêmio,Renato Gaúcho,4.0,1.0,1.0,0.0,1.0,0,0,1
6072,2018,2018-08-19,19,Flamengo,Maurício Barbieri,2.0,0.0,3.0,3.0,-3.0,1,0,0
6075,2018,2018-08-19,19,Palmeiras,Luiz Felipe Scolari,6.0,3.0,3.0,0.0,3.0,0,0,1
6076,2018,2018-08-19,19,Atlético-MG,Thiago Larghi,5.0,3.0,3.0,0.0,3.0,0,0,1
6081,2018,2018-08-23,20,São Paulo,Diego Aguirre,1.0,1.0,2.0,1.0,0.0,0,1,0
6082,2018,2018-08-23,20,Internacional,Odair Hellmann,2.0,1.0,1.0,0.0,1.0,0,0,1
6084,2018,2018-08-23,20,Botafogo,Zé Ricardo,12.0,0.0,2.0,2.0,-2.0,1,0,0
6085,2018,2018-08-23,20,Corinthians,Osmar Loss,7.0,0.0,1.0,1.0,-1.0,1,0,0
6086,2018,2018-08-23,20,Cruzeiro,Mano Menezes,8.0,1.0,2.0,1.0,0.0,0,1,0
6091,2018,2018-08-26,21,Grêmio,Renato Gaúcho,4.0,1.0,3.0,2.0,-1.0,1,0,0
6094,2018,2018-08-26,21,Sport Recife,Eduardo Baptista,17.0,0.0,2.0,2.0,-2.0,1,0,0
6096,2018,2018-08-26,21,Flamengo,Maurício Barbieri,3.0,2.0,4.0,2.0,0.0,0,1,0
6097,2018,2018-08-26,21,Atlético-MG,Thiago Larghi,6.0,0.0,1.0,1.0,-1.0,1,0,0
6098,2018,2018-08-26,21,Palmeiras,Luiz Felipe Scolari,5.0,0.0,0.0,0.0,0.0,0,1,0
6101,2018,2018-09-01,22,Botafogo,Zé Ricardo,14.0,0.0,4.0,4.0,-4.0,1,0,0
6103,2018,2018-09-02,22,Atlético-MG,Thiago Larghi,6.0,1.0,2.0,1.0,0.0,0,1,0
6108,2018,2018-09-03,22,Internacional,Odair Hellmann,2.0,0.0,0.0,0.0,0.0,0,1,0
6109,2018,2018-09-03,22,Palmeiras,Luiz Felipe Scolari,4.0,2.0,3.0,1.0,1.0,0,0,1
6110,2018,2018-09-06,23,Sport Recife,Eduardo Baptista,18.0,0.0,2.0,2.0,-2.0,1,0,0
6111,2018,2018-09-06,23,Cruzeiro,Mano Menezes,7.0,1.0,2.0,1.0,0.0,0,1,0
6112,2018,2018-09-06,23,Corinthians,Osmar Loss,8.0,1.0,3.0,2.0,-1.0,1,0,0
6115,2018,2018-09-06,23,São Paulo,Diego Aguirre,1.0,0.0,1.0,1.0,-1.0,1,0,0
6116,2018,2018-09-06,23,Flamengo,Maurício Barbieri,3.0,1.0,3.0,2.0,-1.0,1,0,0
6118,2018,2018-09-07,23,Grêmio,Renato Gaúcho,4.0,0.0,0.0,0.0,0.0,0,1,0
6120,2018,2018-09-08,24,Cruzeiro,Mano Menezes,7.0,0.0,0.0,0.0,0.0,0,1,0
6124,2018,2018-09-09,24,Botafogo,Zé Ricardo,15.0,0.0,1.0,1.0,-1.0,1,0,0
6125,2018,2018-09-09,24,Corinthians,Jair Ventura,8.0,0.0,1.0,1.0,-1.0,1,0,0
6126,2018,2018-09-09,24,Grêmio,Renato Gaúcho,5.0,0.0,1.0,1.0,-1.0,1,0,0
6132,2018,2018-09-16,25,Flamengo,Maurício Barbieri,4.0,1.0,2.0,1.0,0.0,0,1,0
6134,2018,2018-09-16,25,Atlético-MG,Thiago Larghi,5.0,0.0,0.0,0.0,0.0,0,1,0
6136,2018,2018-09-16,25,Palmeiras,Luiz Felipe Scolari,3.0,1.0,2.0,1.0,0.0,0,1,0
6137,2018,2018-09-16,25,São Paulo,Diego Aguirre,2.0,0.0,0.0,0.0,0.0,0,1,0
6138,2018,2018-09-17,25,Sport Recife,Eduardo Baptista,18.0,1.0,3.0,2.0,-1.0,1,0,0
6139,2018,2018-09-18,25,Internacional,Odair Hellmann,1.0,1.0,3.0,2.0,-1.0,1,0,0
6143,2018,2018-09-23,26,Atlético-MG,Thiago Larghi,6.0,1.0,3.0,2.0,-1.0,1,0,0
6144,2018,2018-09-23,26,Internacional,Odair Hellmann,2.0,1.0,2.0,1.0,0.0,0,1,0
6145,2018,2018-09-23,26,Botafogo,Zé Ricardo,15.0,4.0,7.0,3.0,1.0,0,0,1
6146,2018,2018-09-23,26,Palmeiras,Luiz Felipe Scolari,3.0,1.0,1.0,0.0,1.0,0,0,1
6150,2018,2018-09-29,27,Grêmio,Renato Gaúcho,5.0,1.0,1.0,0.0,1.0,0,0,1
6151,2018,2018-09-30,27,Corinthians,Jair Ventura,8.0,0.0,0.0,0.0,0.0,0,1,0
6152,2018,2018-09-30,27,Flamengo,Dorival Júnior,4.0,0.0,0.0,0.0,0.0,0,1,0
6153,2018,2018-09-30,27,Cruzeiro,Mano Menezes,7.0,1.0,4.0,3.0,-2.0,1,0,0
6154,2018,2018-09-30,27,Sport Recife,Milton Mendes,19.0,2.0,7.0,5.0,-3.0,1,0,0
6155,2018,2018-09-30,27,São Paulo,Diego Aguirre,1.0,2.0,4.0,2.0,0.0,0,1,0
6160,2018,2018-10-06,28,Internacional,Odair Hellmann,2.0,1.0,3.0,2.0,-1.0,1,0,0
6161,2018,2018-10-06,28,Flamengo,Dorival Júnior,5.0,3.0,3.0,0.0,3.0,0,0,1
6164,2018,2018-10-06,28,Atlético-MG,Thiago Larghi,6.0,0.0,1.0,1.0,-1.0,1,0,0
6165,2018,2018-10-06,28,Palmeiras,Luiz Felipe Scolari,1.0,2.0,2.0,0.0,2.0,0,0,1
6171,2018,2018-10-14,29,Corinthians,Jair Ventura,11.0,0.0,1.0,1.0,-1.0,1,0,0
6174,2018,2018-10-14,29,Cruzeiro,Mano Menezes,9.0,0.0,2.0,2.0,-2.0,1,0,0
6175,2018,2018-10-14,29,Grêmio,Renato Gaúcho,5.0,0.0,2.0,2.0,-2.0,1,0,0
6176,2018,2018-10-14,29,São Paulo,Diego Aguirre,4.0,1.0,4.0,3.0,-2.0,1,0,0
6178,2018,2018-10-15,29,Sport Recife,Milton Mendes,19.0,0.0,4.0,4.0,-4.0,1,0,0
6179,2018,2018-10-16,29,Botafogo,Zé Ricardo,12.0,0.0,0.0,0.0,0.0,0,1,0
6180,2018,2018-10-20,30,Grêmio,Renato Gaúcho,5.0,1.0,2.0,1.0,0.0,0,1,0
6184,2018,2018-10-21,30,Corinthians,Jair Ventura,11.0,2.0,4.0,2.0,0.0,0,1,0
6185,2018,2018-10-21,30,Atlético-MG,Levir Culpi,6.0,0.0,1.0,1.0,-1.0,1,0,0
6188,2018,2018-10-22,30,Flamengo,Dorival Júnior,3.0,4.0,4.0,0.0,4.0,0,0,1
6190,2018,2018-10-27,31,São Paulo,Diego Aguirre,4.0,1.0,1.0,0.0,1.0,0,0,1
6191,2018,2018-10-27,31,Internacional,Odair Hellmann,3.0,1.0,2.0,1.0,0.0,0,1,0
6193,2018,2018-10-27,31,Sport Recife,Milton Mendes,19.0,4.0,7.0,3.0,1.0,0,0,1
6195,2018,2018-10-28,31,Palmeiras,Luiz Felipe Scolari,1.0,1.0,2.0,1.0,0.0,0,1,0
6198,2018,2018-10-28,31,Botafogo,Zé Ricardo,13.0,1.0,3.0,2.0,-1.0,1,0,0
6199,2018,2018-10-30,31,Atlético-MG,Levir Culpi,6.0,1.0,3.0,2.0,-1.0,1,0,0
6200,2018,2018-11-03,32,Grêmio,Renato Gaúcho,5.0,1.0,1.0,0.0,1.0,0,0,1
6204,2018,2018-11-04,32,Cruzeiro,Mano Menezes,9.0,2.0,3.0,1.0,1.0,0,0,1
6205,2018,2018-11-04,32,Corinthians,Jair Ventura,11.0,0.0,1.0,1.0,-1.0,1,0,0
6206,2018,2018-11-04,32,Flamengo,Dorival Júnior,2.0,2.0,4.0,2.0,0.0,0,1,0
6211,2018,2018-11-10,33,São Paulo,Diego Aguirre,4.0,1.0,2.0,1.0,0.0,0,1,0
6212,2018,2018-11-10,33,Cruzeiro,Mano Menezes,8.0,0.0,2.0,2.0,-2.0,1,0,0
6213,2018,2018-11-10,33,Flamengo,Dorival Júnior,3.0,1.0,3.0,2.0,-1.0,1,0,0
6214,2018,2018-11-11,33,Palmeiras,Luiz Felipe Scolari,1.0,1.0,2.0,1.0,0.0,0,1,0
6216,2018,2018-11-11,33,Internacional,Odair Hellmann,2.0,1.0,2.0,1.0,0.0,0,1,0
6218,2018,2018-11-11,33,Sport Recife,Milton Mendes,16.0,0.0,0.0,0.0,0.0,0,1,0
6221,2018,2018-11-15,34,Atlético-MG,Levir Culpi,6.0,1.0,1.0,0.0,1.0,0,0,1
6223,2018,2018-11-15,34,Corinthians,Jair Ventura,13.0,0.0,1.0,1.0,-1.0,1,0,0
6226,2018,2018-11-15,34,Botafogo,Zé Ricardo,12.0,1.0,1.0,0.0,1.0,0,0,1
6228,2018,2018-11-15,34,Grêmio,Renato Gaúcho,4.0,1.0,2.0,1.0,0.0,0,1,0
6233,2018,2018-11-18,35,Palmeiras,Luiz Felipe Scolari,1.0,1.0,2.0,1.0,0.0,0,1,0
6235,2018,2018-11-18,35,Internacional,Odair Hellmann,2.0,0.0,1.0,1.0,-1.0,1,0,0
6236,2018,2018-11-18,35,Flamengo,Dorival Júnior,3.0,1.0,1.0,0.0,1.0,0,0,1
6237,2018,2018-11-18,35,Cruzeiro,Mano Menezes,7.0,0.0,1.0,1.0,-1.0,1,0,0
6240,2018,2018-11-21,36,Atlético-MG,Levir Culpi,6.0,2.0,3.0,1.0,1.0,0,0,1
6241,2018,2018-11-22,36,Botafogo,Zé Ricardo,9.0,1.0,2.0,1.0,0.0,0,1,0
6243,2018,2018-11-22,36,Corinthians,Jair Ventura,12.0,0.0,1.0,1.0,-1.0,1,0,0
6244,2018,2018-11-22,36,Grêmio,Renato Gaúcho,4.0,0.0,2.0,2.0,-2.0,1,0,0
6246,2018,2018-11-22,36,São Paulo,André Jardine,5.0,0.0,2.0,2.0,-2.0,1,0,0
6247,2018,2018-11-23,36,Sport Recife,Milton Mendes,16.0,1.0,3.0,2.0,-1.0,1,0,0
6250,2018,2018-11-24,37,Atlético-MG,Levir Culpi,6.0,2.0,5.0,3.0,-1.0,1,0,0
6251,2018,2018-11-25,37,Flamengo,Dorival Júnior,2.0,2.0,2.0,0.0,2.0,0,0,1
6253,2018,2018-11-25,37,Grêmio,Renato Gaúcho,4.0,0.0,0.0,0.0,0.0,0,1,0
6254,2018,2018-11-25,37,Palmeiras,Luiz Felipe Scolari,1.0,1.0,1.0,0.0,1.0,0,0,1
6259,2018,2018-11-26,37,Sport Recife,Milton Mendes,17.0,0.0,0.0,0.0,0.0,0,1,0
6260,2018,2018-12-01,38,Botafogo,Zé Ricardo,9.0,0.0,1.0,1.0,-1.0,1,0,0
6262,2018,2018-12-02,38,Internacional,Odair Hellmann,3.0,1.0,2.0,1.0,0.0,0,1,0
6263,2018,2018-12-02,38,São Paulo,André Jardine,5.0,0.0,1.0,1.0,-1.0,1,0,0
6264,2018,2018-12-02,38,Cruzeiro,Mano Menezes,8.0,0.0,0.0,0.0,0.0,0,1,0
6269,2018,2018-12-02,38,Corinthians,Jair Ventura,12.0,0.0,1.0,1.0,-1.0,1,0,0
6270,2019,2019-04-27,1,Botafogo,Eduardo Barroca,17.0,0.0,2.0,2.0,-2.0,1,0,0
6272,2019,2019-04-28,1,Internacional,Odair Hellmann,16.0,0.0,2.0,2.0,-2.0,1,0,0
6273,2019,2019-04-28,1,Cruzeiro,Mano Menezes,15.0,1.0,4.0,3.0,-2.0,1,0,0
6276,2019,2019-04-28,1,Corinthians,Fábio Carille,11.0,2.0,5.0,3.0,-1.0,1,0,0
6280,2019,2019-05-01,2,Palmeiras,Luiz Felipe Scolari,1.0,1.0,2.0,1.0,0.0,0,1,0
6282,2019,2019-05-01,2,Flamengo,Abel Braga,4.0,1.0,3.0,2.0,-1.0,1,0,0
6284,2019,2019-05-02,2,Grêmio,Renato Gaúcho,12.0,1.0,2.0,1.0,0.0,0,1,0
6285,2019,2019-05-02,2,Atlético-MG,Rodrigo Santana,8.0,2.0,3.0,1.0,1.0,0,0,1
6286,2019,2019-05-02,2,São Paulo,Cuca,5.0,2.0,3.0,1.0,1.0,0,0,1
6290,2019,2019-05-05,3,Internacional,Odair Hellmann,13.0,0.0,1.0,1.0,-1.0,1,0,0
