index,ano,data,rodada,time,tecnico,colocacao,gols,total_gols,gols_outro_time,dif_gols,derrota,empate,vitoria,der_acum_ult5,emp_acum_ult5,vit_acum_ult5,vit_acum_tot,emp_acum_tot,der_acum_tot,id_tecnico,id_tecnico_lagged,demissao,Comeco,Interino,tempo_tec
6447,2019,2019-09-08,18,Atlético-MG,Rodrigo Santana,7.0,1.0,3.0,2.0,-1.0,1,0,0,4,0,1,8,3,7,3.0,3.0,0.0,2019-04-12,0,149 days
6455,2019,2019-09-15,19,Atlético-MG,Rodrigo Santana,8.0,1.0,4.0,3.0,-2.0,1,0,0,5,0,0,8,3,8,3.0,3.0,0.0,2019-04-12,0,156 days
6469,2019,2019-09-24,20,Atlético-MG,Rodrigo Santana,9.0,0.0,1.0,1.0,-1.0,1,0,0,5,0,0,8,3,9,3.0,3.0,0.0,2019-04-12,0,165 days
6478,2019,2019-10-03,21,Atlético-MG,Rodrigo Santana,10.0,1.0,3.0,2.0,-1.0,1,0,0,5,0,0,8,3,10,3.0,3.0,0.0,2019-04-12,0,174 days
6485,2019,2019-09-30,22,Atlético-MG,Rodrigo Santana,10.0,2.0,3.0,1.0,1.0,0,0,1,4,0,1,9,3,10,3.0,3.0,0.0,2019-04-12,0,171 days
6496,2019,2019-10-06,23,Atlético-MG,Rodrigo Santana,10.0,1.0,2.0,1.0,0.0,0,1,0,3,1,1,9,4,10,3.0,3.0,0.0,2019-04-12,0,177 days
6509,2019,2019-10-11,24,Atlético-MG,Rodrigo Santana,11.0,1.0,4.0,3.0,-2.0,1,0,0,3,1,1,9,4,11,3.0,3.0,0.0,2019-04-12,0,182 days
6519,2019,2019-10-14,25,Atlético-MG,Rodrigo Santana,11.0,1.0,5.0,4.0,-3.0,1,0,0,3,1,1,9,4,12,3.0,4.0,1.0,2019-04-12,0,185 days
6521,2019,2019-10-17,26,Atlético-MG,Vágner Mancini,11.0,2.0,4.0,2.0,0.0,0,1,0,2,2,1,9,5,12,4.0,4.0,0.0,2019-10-14,0,3 days
6532,2019,2019-10-20,27,Atlético-MG,Vágner Mancini,12.0,2.0,2.0,0.0,2.0,0,0,1,2,2,1,10,5,12,4.0,4.0,0.0,2019-10-14,0,6 days
6545,2019,2019-10-27,28,Atlético-MG,Vágner Mancini,12.0,0.0,2.0,2.0,-2.0,1,0,0,3,1,1,10,5,13,4.0,4.0,0.0,2019-10-14,0,13 days
6550,2019,2019-10-30,29,Atlético-MG,Vágner Mancini,12.0,0.0,2.0,2.0,-2.0,1,0,0,3,1,1,10,5,14,4.0,4.0,0.0,2019-10-14,0,16 days
6560,2019,2019-11-02,30,Atlético-MG,Vágner Mancini,13.0,2.0,4.0,2.0,0.0,0,1,0,2,2,1,10,6,14,4.0,4.0,0.0,2019-10-14,0,19 days
6575,2019,2019-11-06,31,Atlético-MG,Vágner Mancini,13.0,2.0,2.0,0.0,2.0,0,0,1,2,1,2,11,6,14,4.0,4.0,0.0,2019-10-14,0,23 days
6583,2019,2019-11-10,32,Atlético-MG,Vágner Mancini,11.0,0.0,0.0,0.0,0.0,0,1,0,2,2,1,11,7,14,4.0,4.0,0.0,2019-10-14,0,27 days
6591,2019,2019-11-16,33,Atlético-MG,Vágner Mancini,12.0,1.0,2.0,1.0,0.0,0,1,0,1,3,1,11,8,14,4.0,4.0,0.0,2019-10-14,0,33 days
6603,2019,2019-11-24,34,Atlético-MG,Vágner Mancini,13.0,0.0,1.0,1.0,-1.0,1,0,0,1,3,1,11,8,15,4.0,4.0,0.0,2019-10-14,0,41 days
6612,2019,2019-11-27,35,Atlético-MG,Vágner Mancini,13.0,1.0,2.0,1.0,0.0,0,1,0,1,3,1,11,9,15,4.0,4.0,0.0,2019-10-14,0,44 days
6625,2019,2019-12-01,36,Atlético-MG,Vágner Mancini,14.0,2.0,3.0,1.0,1.0,0,0,1,1,3,1,12,9,15,4.0,4.0,0.0,2019-10-14,0,48 days
6631,2019,2019-12-04,37,Atlético-MG,Vágner Mancini,13.0,2.0,2.0,0.0,2.0,0,0,1,1,2,2,13,9,15,4.0,4.0,0.0,2019-10-14,0,51 days
6640,2019,2019-12-08,38,Atlético-MG,Vágner Mancini,12.0,1.0,3.0,2.0,-1.0,1,0,0,2,1,2,13,9,16,4.0,5.0,1.0,2019-10-14,0,55 days
6270,2019,2019-04-27,1,Botafogo,Eduardo Barroca,17.0,0.0,2.0,2.0,-2.0,1,0,0,1,0,0,0,0,1,5.0,5.0,0.0,2019-04-16,0,11 days
6289,2019,2019-05-03,2,Botafogo,Eduardo Barroca,17.0,3.0,5.0,2.0,1.0,0,0,1,1,0,1,1,0,1,5.0,5.0,0.0,2019-04-16,0,17 days
6295,2019,2019-05-05,3,Botafogo,Eduardo Barroca,12.0,1.0,1.0,0.0,1.0,0,0,1,1,0,2,2,0,1,5.0,5.0,0.0,2019-04-16,0,19 days
6300,2019,2019-05-11,4,Botafogo,Eduardo Barroca,7.0,1.0,1.0,0.0,1.0,0,0,1,1,0,3,3,0,1,5.0,5.0,0.0,2019-04-16,0,25 days
6315,2019,2019-05-19,5,Botafogo,Eduardo Barroca,5.0,0.0,1.0,1.0,-1.0,1,0,0,2,0,3,3,0,2,5.0,5.0,0.0,2019-04-16,0,33 days
6320,2019,2019-05-25,6,Botafogo,Eduardo Barroca,7.0,0.0,1.0,1.0,-1.0,1,0,0,2,0,3,3,0,3,5.0,5.0,0.0,2019-04-16,0,39 days
6332,2019,2019-06-02,7,Botafogo,Eduardo Barroca,11.0,1.0,1.0,0.0,1.0,0,0,1,2,0,3,4,0,3,5.0,5.0,0.0,2019-04-16,0,47 days
6348,2019,2019-06-10,8,Botafogo,Eduardo Barroca,8.0,2.0,3.0,1.0,1.0,0,0,1,2,0,3,5,0,3,5.0,5.0,0.0,2019-04-16,0,55 days
6350,2019,2019-06-13,9,Botafogo,Eduardo Barroca,4.0,0.0,1.0,1.0,-1.0,1,0,0,3,0,2,5,0,4,5.0,5.0,0.0,2019-04-16,0,58 days
6365,2019,2019-07-14,10,Botafogo,Eduardo Barroca,7.0,0.0,0.0,0.0,0.0,0,1,0,2,1,2,5,1,4,5.0,5.0,0.0,2019-04-16,0,89 days
6375,2019,2019-07-21,11,Botafogo,Eduardo Barroca,7.0,0.0,1.0,1.0,-1.0,1,0,0,2,1,2,5,1,5,5.0,5.0,0.0,2019-04-16,0,96 days
6386,2019,2019-07-28,12,Botafogo,Eduardo Barroca,9.0,2.0,5.0,3.0,-1.0,1,0,0,3,1,1,5,1,6,5.0,5.0,0.0,2019-04-16,0,103 days
6393,2019,2019-08-04,13,Botafogo,Eduardo Barroca,10.0,2.0,2.0,0.0,2.0,0,0,1,3,1,1,6,1,6,5.0,5.0,0.0,2019-04-16,0,110 days
6406,2019,2019-08-11,14,Botafogo,Eduardo Barroca,9.0,2.0,3.0,1.0,1.0,0,0,1,2,1,2,7,1,6,5.0,5.0,0.0,2019-04-16,0,117 days
6411,2019,2019-08-17,15,Botafogo,Eduardo Barroca,7.0,0.0,2.0,2.0,-2.0,1,0,0,3,0,2,7,1,7,5.0,5.0,0.0,2019-04-16,0,123 days
6428,2019,2019-08-27,16,Botafogo,Eduardo Barroca,9.0,0.0,0.0,0.0,0.0,0,1,0,2,1,2,7,2,7,5.0,5.0,0.0,2019-04-16,0,133 days
6434,2019,2019-09-01,17,Botafogo,Eduardo Barroca,9.0,2.0,5.0,3.0,-1.0,1,0,0,2,1,2,7,2,8,5.0,5.0,0.0,2019-04-16,0,138 days
6447,2019,2019-09-08,18,Botafogo,Eduardo Barroca,10.0,2.0,3.0,1.0,1.0,0,0,1,2,1,2,8,2,8,5.0,5.0,0.0,2019-04-16,0,145 days
6453,2019,2019-09-15,19,Botafogo,Eduardo Barroca,10.0,0.0,0.0,0.0,0.0,0,1,0,2,2,1,8,3,8,5.0,5.0,0.0,2019-04-16,0,152 days
6460,2019,2019-09-21,20,Botafogo,Eduardo Barroca,10.0,1.0,3.0,2.0,-1.0,1,0,0,2,2,1,8,3,9,5.0,5.0,0.0,2019-04-16,0,158 days
6471,2019,2019-09-26,21,Botafogo,Eduardo Barroca,11.0,0.0,2.0,2.0,-2.0,1,0,0,3,1,1,8,3,10,5.0,5.0,0.0,2019-04-16,0,163 days
6489,2019,2019-10-01,22,Botafogo,Eduardo Barroca,11.0,0.0,1.0,1.0,-1.0,1,0,0,3,1,1,8,3,11,5.0,5.0,0.0,2019-04-16,0,168 days
6497,2019,2019-10-06,23,Botafogo,Eduardo Barroca,12.0,0.0,1.0,1.0,-1.0,1,0,0,4,1,0,8,3,12,5.0,5.0,0.0,2019-04-16,0,173 days
6500,2019,2019-10-10,24,Botafogo,Bruno Lazaroni,12.0,3.0,4.0,1.0,2.0,0,0,1,4,0,1,9,3,12,5.0,5.0,0.0,2019-10-07,1,3 days
6512,2019,2019-10-13,25,Botafogo,Bruno Lazaroni,12.0,0.0,1.0,1.0,-1.0,1,0,0,4,0,1,9,3,13,5.0,5.0,0.0,2019-10-07,1,6 days
6526,2019,2019-10-17,26,Botafogo,Alberto Valentim,13.0,1.0,3.0,2.0,-1.0,1,0,0,4,0,1,9,3,14,5.0,5.0,0.0,2019-10-12,0,5 days
6539,2019,2019-10-22,27,Botafogo,Alberto Valentim,13.0,2.0,3.0,1.0,1.0,0,0,1,3,0,2,10,3,14,5.0,5.0,0.0,2019-10-12,0,10 days
6547,2019,2019-10-27,28,Botafogo,Alberto Valentim,13.0,0.0,3.0,3.0,-3.0,1,0,0,3,0,2,10,3,15,5.0,5.0,0.0,2019-10-12,0,15 days
6559,2019,2019-11-01,29,Botafogo,Alberto Valentim,13.0,0.0,2.0,2.0,-2.0,1,0,0,4,0,1,10,3,16,5.0,5.0,0.0,2019-10-12,0,20 days
6568,2019,2019-11-03,30,Botafogo,Alberto Valentim,14.0,1.0,5.0,4.0,-3.0,1,0,0,4,0,1,10,3,17,5.0,5.0,0.0,2019-10-12,0,22 days
6578,2019,2019-11-07,31,Botafogo,Alberto Valentim,14.0,0.0,1.0,1.0,-1.0,1,0,0,4,0,1,10,3,18,5.0,5.0,0.0,2019-10-12,0,26 days
6589,2019,2019-11-11,32,Botafogo,Alberto Valentim,17.0,2.0,2.0,0.0,2.0,0,0,1,4,0,1,11,3,18,5.0,5.0,0.0,2019-10-12,0,30 days
6593,2019,2019-11-17,33,Botafogo,Alberto Valentim,14.0,0.0,1.0,1.0,-1.0,1,0,0,4,0,1,11,3,19,5.0,5.0,0.0,2019-10-12,0,36 days
6605,2019,2019-11-24,34,Botafogo,Alberto Valentim,14.0,1.0,1.0,0.0,1.0,0,0,1,3,0,2,12,3,19,5.0,5.0,0.0,2019-10-12,0,43 days
6610,2019,2019-11-27,35,Botafogo,Alberto Valentim,14.0,1.0,1.0,0.0,1.0,0,0,1,2,0,3,13,3,19,5.0,5.0,0.0,2019-10-12,0,46 days
6620,2019,2019-11-30,36,Botafogo,Alberto Valentim,13.0,0.0,1.0,1.0,-1.0,1,0,0,2,0,3,13,3,20,5.0,5.0,0.0,2019-10-12,0,49 days
6631,2019,2019-12-04,37,Botafogo,Alberto Valentim,14.0,0.0,2.0,2.0,-2.0,1,0,0,3,0,2,13,3,21,5.0,5.0,0.0,2019-10-12,0,53 days
6646,2019,2019-12-08,38,Botafogo,Alberto Valentim,15.0,1.0,2.0,1.0,0.0,0,1,0,2,1,2,13,4,21,5.0,6.0,1.0,2019-10-12,0,57 days
6276,2019,2019-04-28,1,Corinthians,Fábio Carille,11.0,2.0,5.0,3.0,-1.0,1,0,0,1,0,0,0,0,1,3.0,3.0,0.0,2018-12-07,0,142 days
6281,2019,2019-05-01,2,Corinthians,Fábio Carille,11.0,1.0,1.0,0.0,1.0,0,0,1,1,0,1,1,0,1,3.0,3.0,0.0,2018-12-07,0,145 days
6291,2019,2019-05-05,3,Corinthians,Fábio Carille,10.0,1.0,2.0,1.0,0.0,0,1,0,1,1,1,1,1,1,3.0,3.0,0.0,2018-12-07,0,149 days
6301,2019,2019-05-12,4,Corinthians,Fábio Carille,11.0,0.0,0.0,0.0,0.0,0,1,0,1,2,1,1,2,1,3.0,3.0,0.0,2018-12-07,0,156 days
6316,2019,2019-05-19,5,Corinthians,Fábio Carille,12.0,2.0,2.0,0.0,2.0,0,0,1,1,2,2,2,2,1,3.0,3.0,0.0,2018-12-07,0,163 days
6325,2019,2019-05-27,6,Corinthians,Fábio Carille,8.0,1.0,1.0,0.0,1.0,0,0,1,0,2,3,3,2,1,3.0,3.0,0.0,2018-12-07,0,171 days
6339,2019,2019-08-08,7,Corinthians,Fábio Carille,3.0,2.0,2.0,0.0,2.0,0,0,1,0,2,3,4,2,1,3.0,3.0,0.0,2018-12-07,0,244 days
6343,2019,2019-06-09,8,Corinthians,Fábio Carille,3.0,0.0,0.0,0.0,0.0,0,1,0,0,2,3,4,3,1,3.0,3.0,0.0,2018-12-07,0,184 days
6354,2019,2019-06-13,9,Corinthians,Fábio Carille,5.0,0.0,1.0,1.0,-1.0,1,0,0,1,1,3,4,3,2,3.0,3.0,0.0,2018-12-07,0,188 days
6366,2019,2019-07-14,10,Corinthians,Fábio Carille,8.0,1.0,1.0,0.0,1.0,0,0,1,1,1,3,5,3,2,3.0,3.0,0.0,2018-12-07,0,219 days
6377,2019,2019-07-21,11,Corinthians,Fábio Carille,5.0,1.0,2.0,1.0,0.0,0,1,0,1,2,2,5,4,2,3.0,3.0,0.0,2018-12-07,0,226 days
6388,2019,2019-07-29,12,Corinthians,Fábio Carille,5.0,3.0,4.0,1.0,2.0,0,0,1,1,2,2,6,4,2,3.0,3.0,0.0,2018-12-07,0,234 days
6397,2019,2019-08-05,13,Corinthians,Fábio Carille,4.0,1.0,2.0,1.0,0.0,0,1,0,1,2,2,6,5,2,3.0,3.0,0.0,2018-12-07,0,241 days
6404,2019,2019-08-11,14,Corinthians,Fábio Carille,6.0,0.0,0.0,0.0,0.0,0,1,0,0,3,2,6,6,2,3.0,3.0,0.0,2018-12-07,0,247 days
6411,2019,2019-08-17,15,Corinthians,Fábio Carille,6.0,2.0,2.0,0.0,2.0,0,0,1,0,3,2,7,6,2,3.0,3.0,0.0,2018-12-07,0,253 days
6426,2019,2019-08-26,16,Corinthians,Fábio Carille,6.0,1.0,2.0,1.0,0.0,0,1,0,0,3,2,7,7,2,3.0,3.0,0.0,2018-12-07,0,262 days
6437,2019,2019-09-02,17,Corinthians,Fábio Carille,5.0,1.0,1.0,0.0,1.0,0,0,1,0,3,2,8,7,2,3.0,3.0,0.0,2018-12-07,0,269 days
6441,2019,2019-09-07,18,Corinthians,Fábio Carille,4.0,2.0,4.0,2.0,0.0,0,1,0,0,3,2,8,8,2,3.0,3.0,0.0,2018-12-07,0,274 days
6458,2019,2019-09-15,19,Corinthians,Fábio Carille,4.0,0.0,1.0,1.0,-1.0,1,0,0,1,2,2,8,8,3,3.0,3.0,0.0,2018-12-07,0,282 days
6462,2019,2019-09-22,20,Corinthians,Fábio Carille,5.0,2.0,3.0,1.0,1.0,0,0,1,1,2,2,9,8,3,3.0,3.0,0.0,2018-12-07,0,289 days
6479,2019,2019-10-03,21,Corinthians,Fábio Carille,5.0,1.0,1.0,0.0,1.0,0,0,1,1,1,3,10,8,3,3.0,3.0,0.0,2018-12-07,0,300 days
6481,2019,2019-09-29,22,Corinthians,Fábio Carille,4.0,1.0,1.0,0.0,1.0,0,0,1,1,1,3,11,8,3,3.0,3.0,0.0,2018-12-07,0,296 days
6492,2019,2019-10-06,23,Corinthians,Fábio Carille,4.0,0.0,0.0,0.0,0.0,0,1,0,1,1,3,11,9,3,3.0,3.0,0.0,2018-12-07,0,303 days
6507,2019,2019-10-11,24,Corinthians,Fábio Carille,4.0,2.0,4.0,2.0,0.0,0,1,0,0,2,3,11,10,3,3.0,3.0,0.0,2018-12-07,0,308 days
6517,2019,2019-10-13,25,Corinthians,Fábio Carille,4.0,0.0,1.0,1.0,-1.0,1,0,0,1,2,2,11,10,4,3.0,3.0,0.0,2018-12-07,0,310 days
6525,2019,2019-10-17,26,Corinthians,Fábio Carille,4.0,2.0,4.0,2.0,0.0,0,1,0,1,3,1,11,11,4,3.0,3.0,0.0,2018-12-07,0,314 days
6531,2019,2019-10-20,27,Corinthians,Fábio Carille,4.0,1.0,3.0,2.0,-1.0,1,0,0,2,3,0,11,11,5,3.0,3.0,0.0,2018-12-07,0,317 days
6540,2019,2019-10-26,28,Corinthians,Fábio Carille,5.0,0.0,0.0,0.0,0.0,0,1,0,2,3,0,11,12,5,3.0,3.0,0.0,2018-12-07,0,323 days
6554,2019,2019-10-31,29,Corinthians,Fábio Carille,6.0,1.0,3.0,2.0,-1.0,1,0,0,3,2,0,11,12,6,3.0,3.0,0.0,2018-12-07,0,328 days
6564,2019,2019-11-03,30,Corinthians,Fábio Carille,7.0,1.0,5.0,4.0,-3.0,1,0,0,3,2,0,11,12,7,3.0,4.0,1.0,2018-12-07,0,331 days
6574,2019,2019-11-06,31,Corinthians,Coelho,8.0,3.0,5.0,2.0,1.0,0,0,1,3,1,1,12,12,7,4.0,4.0,0.0,2019-11-04,1,2 days
6581,2019,2019-11-09,32,Corinthians,Coelho,6.0,1.0,2.0,1.0,0.0,0,1,0,2,2,1,12,13,7,4.0,4.0,0.0,2019-11-04,1,5 days
6596,2019,2019-11-17,33,Corinthians,Coelho,8.0,0.0,0.0,0.0,0.0,0,1,0,2,2,1,12,14,7,4.0,4.0,0.0,2019-11-04,1,13 days
6605,2019,2019-11-24,34,Corinthians,Coelho,8.0,0.0,1.0,1.0,-1.0,1,0,0,2,2,1,12,14,8,4.0,4.0,0.0,2019-11-04,1,20 days
6614,2019,2019-11-27,35,Corinthians,Coelho,8.0,3.0,3.0,0.0,3.0,0,0,1,1,2,2,13,14,8,4.0,4.0,0.0,2019-11-04,1,23 days
6625,2019,2019-12-01,36,Corinthians,Coelho,7.0,1.0,3.0,2.0,-1.0,1,0,0,2,2,1,13,14,9,4.0,4.0,0.0,2019-11-04,1,27 days
6632,2019,2019-12-04,37,Corinthians,Coelho,8.0,1.0,1.0,0.0,1.0,0,0,1,2,1,2,14,14,9,4.0,4.0,0.0,2019-11-04,1,30 days
6643,2019,2019-12-08,38,Corinthians,Coelho,7.0,1.0,3.0,2.0,-1.0,1,0,0,3,0,2,14,14,10,4.0,4.0,0.0,2019-11-04,1,34 days
6273,2019,2019-04-28,1,Cruzeiro,Mano Menezes,15.0,1.0,4.0,3.0,-2.0,1,0,0,1,0,0,0,0,1,1.0,1.0,0.0,2016-07-26,0,1006 days
6283,2019,2019-05-02,2,Cruzeiro,Mano Menezes,15.0,1.0,1.0,0.0,1.0,0,0,1,1,0,1,1,0,1,1.0,1.0,0.0,2016-07-26,0,1010 days
6297,2019,2019-05-05,3,Cruzeiro,Mano Menezes,14.0,2.0,3.0,1.0,1.0,0,0,1,1,0,2,2,0,1,1.0,1.0,0.0,2016-07-26,0,1013 days
6304,2019,2019-05-12,4,Cruzeiro,Mano Menezes,6.0,1.0,4.0,3.0,-2.0,1,0,0,2,0,2,2,0,2,1.0,1.0,0.0,2016-07-26,0,1020 days
6310,2019,2019-05-18,5,Cruzeiro,Mano Menezes,11.0,1.0,5.0,4.0,-3.0,1,0,0,3,0,2,2,0,3,1.0,1.0,0.0,2016-07-26,0,1026 days
6326,2019,2019-05-27,6,Cruzeiro,Mano Menezes,15.0,1.0,3.0,2.0,-1.0,1,0,0,3,0,2,2,0,4,1.0,1.0,0.0,2016-07-26,0,1035 days
6334,2019,2019-06-02,7,Cruzeiro,Mano Menezes,16.0,1.0,2.0,1.0,0.0,0,1,0,3,1,1,2,1,4,1.0,1.0,0.0,2016-07-26,0,1041 days
6343,2019,2019-06-09,8,Cruzeiro,Mano Menezes,15.0,0.0,0.0,0.0,0.0,0,1,0,3,2,0,2,2,4,1.0,1.0,0.0,2016-07-26,0,1048 days
6351,2019,2019-06-13,9,Cruzeiro,Mano Menezes,14.0,1.0,3.0,2.0,-1.0,1,0,0,3,2,0,2,2,5,1.0,1.0,0.0,2016-07-26,0,1052 days
6365,2019,2019-07-14,10,Cruzeiro,Mano Menezes,18.0,0.0,0.0,0.0,0.0,0,1,0,2,3,0,2,3,5,1.0,1.0,0.0,2016-07-26,0,1083 days
6371,2019,2019-07-20,11,Cruzeiro,Mano Menezes,16.0,0.0,0.0,0.0,0.0,0,1,0,1,4,0,2,4,5,1.0,1.0,0.0,2016-07-26,0,1089 days
6383,2019,2019-07-28,12,Cruzeiro,Mano Menezes,16.0,0.0,2.0,2.0,-2.0,1,0,0,2,3,0,2,4,6,1.0,1.0,0.0,2016-07-26,0,1097 days
6396,2019,2019-08-05,13,Cruzeiro,Mano Menezes,16.0,0.0,2.0,2.0,-2.0,1,0,0,3,2,0,2,4,7,1.0,2.0,1.0,2016-07-26,0,1105 days
6407,2019,2019-08-11,14,Cruzeiro,Ricardo Resende,18.0,2.0,4.0,2.0,0.0,0,1,0,2,3,0,2,5,7,2.0,3.0,1.0,,0,
6416,2019,2019-08-18,15,Cruzeiro,Rogério Ceni,17.0,2.0,2.0,0.0,2.0,0,0,1,2,2,1,3,5,7,3.0,3.0,0.0,2019-08-12,0,6 days
6427,2019,2019-08-26,16,Cruzeiro,Rogério Ceni,16.0,1.0,2.0,1.0,0.0,0,1,0,2,2,1,3,6,7,3.0,3.0,0.0,2019-08-12,0,14 days
6438,2019,2019-09-02,17,Cruzeiro,Rogério Ceni,16.0,1.0,1.0,0.0,1.0,0,0,1,1,2,2,4,6,7,3.0,3.0,0.0,2019-08-12,0,21 days
6446,2019,2019-09-08,18,Cruzeiro,Rogério Ceni,16.0,1.0,5.0,4.0,-3.0,1,0,0,1,2,2,4,6,8,3.0,3.0,0.0,2019-08-12,0,27 days
6452,2019,2019-09-15,19,Cruzeiro,Rogério Ceni,16.0,0.0,1.0,1.0,-1.0,1,0,0,2,1,2,4,6,9,3.0,3.0,0.0,2019-08-12,0,34 days
6461,2019,2019-09-21,20,Cruzeiro,Rogério Ceni,17.0,1.0,3.0,2.0,-1.0,1,0,0,3,1,1,4,6,10,3.0,3.0,0.0,2019-08-12,0,40 days
6470,2019,2019-09-26,21,Cruzeiro,Rogério Ceni,18.0,0.0,0.0,0.0,0.0,0,1,0,3,1,1,4,7,10,3.0,4.0,1.0,2019-08-12,0,45 days
6487,2019,2019-10-01,22,Cruzeiro,Abel Braga,17.0,0.0,1.0,1.0,-1.0,1,0,0,4,1,0,4,7,11,4.0,4.0,0.0,2019-09-27,0,4 days
6494,2019,2019-10-06,23,Cruzeiro,Abel Braga,17.0,1.0,2.0,1.0,0.0,0,1,0,3,2,0,4,8,11,4.0,4.0,0.0,2019-09-27,0,9 days
6505,2019,2019-10-10,24,Cruzeiro,Abel Braga,18.0,0.0,0.0,0.0,0.0,0,1,0,2,3,0,4,9,11,4.0,4.0,0.0,2019-09-27,0,13 days
6518,2019,2019-10-14,25,Cruzeiro,Abel Braga,18.0,1.0,2.0,1.0,0.0,0,1,0,1,4,0,4,10,11,4.0,4.0,0.0,2019-09-27,0,17 days
6523,2019,2019-10-17,26,Cruzeiro,Abel Braga,18.0,1.0,1.0,0.0,1.0,0,0,1,1,3,1,5,10,11,4.0,4.0,0.0,2019-09-27,0,20 days
6531,2019,2019-10-20,27,Cruzeiro,Abel Braga,18.0,2.0,3.0,1.0,1.0,0,0,1,0,3,2,6,10,11,4.0,4.0,0.0,2019-09-27,0,23 days
6544,2019,2019-10-27,28,Cruzeiro,Abel Braga,17.0,1.0,2.0,1.0,0.0,0,1,0,0,3,2,6,11,11,4.0,4.0,0.0,2019-09-27,0,30 days
6559,2019,2019-11-01,29,Cruzeiro,Abel Braga,17.0,2.0,2.0,0.0,2.0,0,0,1,0,2,3,7,11,11,4.0,4.0,0.0,2019-09-27,0,35 days
6567,2019,2019-11-03,30,Cruzeiro,Abel Braga,16.0,1.0,2.0,1.0,0.0,0,1,0,0,2,3,7,12,11,4.0,4.0,0.0,2019-09-27,0,37 days
6572,2019,2019-11-06,31,Cruzeiro,Abel Braga,16.0,0.0,0.0,0.0,0.0,0,1,0,0,3,2,7,13,11,4.0,4.0,0.0,2019-09-27,0,40 days
6583,2019,2019-11-10,32,Cruzeiro,Abel Braga,16.0,0.0,0.0,0.0,0.0,0,1,0,0,4,1,7,14,11,4.0,4.0,0.0,2019-09-27,0,44 days
6599,2019,2019-11-18,33,Cruzeiro,Abel Braga,16.0,0.0,0.0,0.0,0.0,0,1,0,0,4,1,7,15,11,4.0,4.0,0.0,2019-09-27,0,52 days
6601,2019,2019-11-24,34,Cruzeiro,Abel Braga,16.0,1.0,5.0,4.0,-3.0,1,0,0,1,4,0,7,15,12,4.0,4.0,0.0,2019-09-27,0,58 days
6619,2019,2019-11-28,35,Cruzeiro,Abel Braga,17.0,0.0,1.0,1.0,-1.0,1,0,0,2,3,0,7,15,13,4.0,5.0,1.0,2019-09-27,0,62 days
6629,2019,2019-12-02,36,Cruzeiro,Adilson Batista,17.0,0.0,1.0,1.0,-1.0,1,0,0,3,2,0,7,15,14,5.0,5.0,0.0,2019-11-29,0,3 days
6638,2019,2019-12-05,37,Cruzeiro,Adilson Batista,17.0,0.0,2.0,2.0,-2.0,1,0,0,4,1,0,7,15,15,5.0,5.0,0.0,2019-11-29,0,6 days
6641,2019,2019-12-08,38,Cruzeiro,Adilson Batista,17.0,0.0,2.0,2.0,-2.0,1,0,0,5,0,0,7,15,16,5.0,,,2019-11-29,0,9 days
6273,2019,2019-04-28,1,Flamengo,Abel Braga,4.0,3.0,4.0,1.0,2.0,0,0,1,0,0,1,1,0,0,3.0,3.0,0.0,2018-12-11,0,138 days
6282,2019,2019-05-01,2,Flamengo,Abel Braga,4.0,1.0,3.0,2.0,-1.0,1,0,0,1,0,1,1,0,1,3.0,3.0,0.0,2018-12-11,0,141 days
6294,2019,2019-05-05,3,Flamengo,Abel Braga,7.0,1.0,2.0,1.0,0.0,0,1,0,1,1,1,1,1,1,3.0,3.0,0.0,2018-12-11,0,145 days
6303,2019,2019-05-12,4,Flamengo,Abel Braga,9.0,2.0,3.0,1.0,1.0,0,0,1,1,1,2,2,1,1,3.0,3.0,0.0,2018-12-11,0,152 days
6311,2019,2019-05-19,5,Flamengo,Abel Braga,7.0,1.0,3.0,2.0,-1.0,1,0,0,2,1,2,2,1,2,3.0,3.0,0.0,2018-12-11,0,159 days
6323,2019,2019-05-26,6,Flamengo,Abel Braga,9.0,3.0,5.0,2.0,1.0,0,0,1,2,1,2,3,1,2,3.0,4.0,1.0,2018-12-11,0,166 days
6330,2019,2019-06-01,7,Flamengo,Marcelo Salles,6.0,2.0,2.0,0.0,2.0,0,0,1,1,1,3,4,1,2,4.0,4.0,0.0,2019-05-29,1,3 days
6347,2019,2019-06-10,8,Flamengo,Marcelo Salles,5.0,0.0,0.0,0.0,0.0,0,1,0,1,1,3,4,2,2,4.0,4.0,0.0,2019-05-29,1,12 days
6353,2019,2019-06-13,9,Flamengo,Marcelo Salles,6.0,2.0,2.0,0.0,2.0,0,0,1,1,1,3,5,2,2,4.0,5.0,1.0,2019-05-29,1,15 days
6364,2019,2019-07-14,10,Flamengo,Jorge Jesus,3.0,6.0,7.0,1.0,5.0,0,0,1,0,1,4,6,2,2,5.0,5.0,0.0,2019-06-13,0,31 days
6377,2019,2019-07-21,11,Flamengo,Jorge Jesus,3.0,1.0,2.0,1.0,0.0,0,1,0,0,2,3,6,3,2,5.0,5.0,0.0,2019-06-13,0,38 days
6386,2019,2019-07-28,12,Flamengo,Jorge Jesus,3.0,3.0,5.0,2.0,1.0,0,0,1,0,2,3,7,3,2,5.0,5.0,0.0,2019-06-13,0,45 days
